epoch,train_loss,lr
1,0.8712630618217937,5e-05
2,0.44880090889762014,0.0001
3,0.40432058863022696,0.00015
4,0.41619521160254486,0.0002
5,0.38964651558319285,0.00025
6,0.3948210109878519,0.0003
7,0.32885436555526776,0.00035
8,0.3045846587341813,0.0004
9,0.2997454625712205,0.00045000000000000004
10,0.2811258974965502,0.0005
11,0.2647129402979792,0.000499965894595621
12,0.2557348650039019,0.0004998635877065611
13,0.2424530114153022,0.000499693107302502
14,0.24466652973959122,0.0004994544999910843
15,0.23322244475507203,0.0004991478310051641
16,0.22225560528162028,0.0004987731841849804
17,0.22620883954470383,0.0004983306619552328
18,0.21669825858798994,0.0004978203852970803
19,0.19885923978447692,0.0004972424937150664
20,0.17969070386065228,0.0004965971451989792
21,0.16967461820088287,0.0004958845161806593
22,0.16450876616343885,0.0004951048014857649
23,0.15142134392505696,0.0004942582142805081
24,0.14027524024969595,0.0004933449860133774
25,0.1415543825377743,0.0004923653663518629
26,0.1404098029936936,0.0004913196231141985
27,0.1395055857839087,0.0004902080421961437
28,0.13967266908432296,0.0004890309274928222
29,0.12569711053504623,0.00048778860081564085
30,0.11964276312283298,0.00048648140180430834
31,0.11958292406919505,0.0004851096878339822
32,0.12090157505187242,0.0004836738339175655
33,0.12601804078402243,0.0004821742326031819
34,0.11983028895029142,0.0004806112938668575
35,0.11416188146037984,0.00047898544500043686
36,0.12200270129759662,0.00047729713049476604
37,0.11227556558072678,0.0004755468119181733
38,0.11422797193962325,0.00047373496779028055
39,0.11062545780252034,0.0004718620934511811
40,0.12286134122470238,0.00046992870092601904
41,0.12058444640267939,0.00046793531878500566
42,0.12970144789339888,0.0004658824919989147
43,0.12165638045503219,0.000463770781790092
44,0.10352397338249608,0.0004616007654790234
45,0.10106692705962467,0.0004593730363265009
46,0.09900141197986886,0.00045708820337143105
47,0.09762445566707484,0.00045474689126432977
48,0.08865747814807257,0.00045234974009654937
49,0.0990827330830377,0.0004498974052252837
50,0.1016902951610377,0.0004473905570944002
51,0.10344359087211459,0.00044482988105114707
52,0.10824307597466021,0.00044221607715878635
53,0.11926007048128037,0.00043954986000520357
54,0.11985327128591484,0.00043683195850754644
55,0.13165801666413385,0.0004340631157129464
56,0.13014367663993515,0.0004312440885953767
57,0.10965836307578469,0.0004283756478487036
58,0.12100903796694576,0.0004254585776759859
59,0.11118537562186491,0.00042249367557508217
60,0.13513742989445976,0.00041948175212062243
61,0.13816878096906388,0.0004164236307424052
62,0.129162439282158,0.00041332014750028006
63,0.1149186100984197,0.0004101721508555775
64,0.12851152107036312,0.0004069805014391475
65,0.11974457469621407,0.00040374607181607215
66,0.10687657850803166,0.00040046974624711475
67,0.11272394854845948,0.00039715242044697206
68,0.1021617055494248,0.0003937950013393944
69,0.10326319448719255,0.0003903984068092424
70,0.09858582142802923,0.0003869635654515456
71,0.09193797175056219,0.00038349141631763446
72,0.08383193552438552,0.0003799829086584132
73,0.10764077341867337,0.0003764390016648435
74,0.14148156736843856,0.00037286066420571173
75,0.11389020143607476,0.00036924887456274994
76,0.10660269359747569,0.00036560462016318264
77,0.1148015472698034,0.0003619288973097753
78,0.10412557872647014,0.000358222710908454
79,0.1222485015706421,0.00035448707419357496
80,0.10818046415692933,0.0003507230084509159
81,0.0884747503245565,0.00034693154273846683
82,0.08522014285210569,0.00034311371360509605
83,0.07586449869601421,0.0003392705648071679
84,0.08127450622493328,0.0003354031470231899
85,0.08160334215039869,0.0003315125175665686
86,0.08563776310443101,0.0003275997400965494
87,0.07837619217636421,0.000323665884327424
88,0.0809280795757997,0.00031971202573608025
89,0.07216591400474144,0.000315739245267978
90,0.0696649782539968,0.0003117486290416294
91,0.07966772820696484,0.0003077412680516645
92,0.0834835148390445,0.0003037182578705649
93,0.11866624803183465,0.0002996806983491443
94,0.16587226835098567,0.0002956296933158614
95,0.16485409655051525,0.0002915663502750431
96,0.11627623655970314,0.0002874917801041046
97,0.09645498883901805,0.00028340709674984626
98,0.09242914233433024,0.00027931341692391184
99,0.0920192620524481,0.00027521185979749045
100,0.07666521867324409,0.000271103546695347
101,0.06808313053080489,0.000266989600789262
102,0.0663331424682167,0.000262871146790969
103,0.060585872851159545,0.0002587493106446684
104,0.05688914953552367,0.00025462521921920645
105,0.05807727929100644,0.0002505
106,0.057484039020493934,0.0002463747807807936
107,0.059274922341829794,0.00024225068935533164
108,0.05749914666821615,0.0002381288532090311
109,0.05510217577801736,0.00023401039921073797
110,0.05318873542147642,0.00022989645330465311
111,0.05764298472602052,0.00022578814020250956
112,0.05603393683386915,0.00022168658307608833
113,0.05769609122968919,0.00021759290325015386
114,0.058538840573759715,0.00021350821989589541
115,0.059942870534387606,0.0002094336497249569
116,0.05805833981107067,0.0002053703066841386
117,0.059415404925910235,0.00020131930165085568
118,0.062028005164206805,0.00019728174212943519
119,0.05882423878534657,0.00019325873194833557
120,0.056274366334385935,0.00018925137095837064
121,0.05678778208334353,0.00018526075473202197
122,0.053898854524563146,0.0001812879742639198
123,0.05331808508996413,0.00017733411567257606
124,0.051293069521031125,0.00017340025990345072
125,0.050178237994733914,0.00016948748243343149
126,0.05106168660010928,0.00016559685297681004
127,0.052737326213822905,0.00016172943519283218
128,0.05005613011195285,0.00015788628639490393
129,0.049417237471962555,0.00015406845726153318
130,0.04831529647333884,0.00015027699154908418
131,0.049192679230838296,0.00014651292580642508
132,0.04950244690064389,0.00014277728909154605
133,0.04846810073257048,0.0001390711026902248
134,0.048808860615090065,0.00013539537983681742
135,0.05113336667279735,0.00013175112543725015
136,0.04942754665788548,0.00012813933579428822
137,0.04833392472850988,0.00012456099833515647
138,0.04865015925253348,0.00012101709134158681
139,0.04833635569201501,0.00011750858368236561
140,0.04841648887156108,0.00011403643454845454
141,0.04852422197077083,0.0001106015931907576
142,0.04852525846862704,0.00010720499866060559
143,0.048275404063433246,0.00010384757955302799
144,0.047932310303884736,0.00010053025375288524
145,0.0480248362686159,9.725392818392788e-05
146,0.05165323424647307,9.401949856085251e-05
147,0.050446073568011576,9.08278491444225e-05
148,0.04782242012284765,8.76798524997199e-05
149,0.04664215307120837,8.457636925759492e-05
150,0.046028348653676124,8.151824787937766e-05
151,0.04633598818376078,7.850632442491784e-05
152,0.046038792178978244,7.554142232401411e-05
153,0.04564717857538266,7.262435215129645e-05
154,0.04524344192675594,6.97559114046233e-05
155,0.0451253252433443,6.693688428705368e-05
156,0.04615542025511713,6.416804149245369e-05
157,0.04708719277646899,6.145013999479648e-05
158,0.04571209454586386,5.8783922841213646e-05
159,0.04498868093616026,5.617011894885298e-05
160,0.04484655086845992,5.360944290559983e-05
161,0.045289836019222075,5.110259477471629e-05
162,0.044768925006995655,4.8650259903450646e-05
163,0.0445530438480042,4.625310873567026e-05
164,0.04461250542983884,4.3911796628569e-05
165,0.04474220496343945,4.162696367349913e-05
166,0.04452565338053295,3.939923452097664e-05
167,0.044353411416739943,3.7229218209908075e-05
168,0.044362033254274444,3.511750800108531e-05
169,0.04425261462422945,3.3064681214994347e-05
170,0.044208215435123974,3.107129907398101e-05
171,0.0445246032302162,2.9137906548818854e-05
172,0.04540591289460992,2.7265032209719515e-05
173,0.044313096779518286,2.5453188081826784e-05
174,0.04417598924948184,2.370286950523401e-05
175,0.04400043121887652,2.201455499956321e-05
176,0.044395119319470454,2.0388706133142507e-05
177,0.04417428899438466,1.8825767396818058e-05
178,0.044450955118574685,1.732616608243449e-05
179,0.04408410205410401,1.589031216601779e-05
180,0.044015105557064324,1.4518598195691658e-05
181,0.043862131717346015,1.3211399184359193e-05
182,0.04380383345973114,1.1969072507177769e-05
183,0.04377926668946525,1.0791957803856417e-05
184,0.043783315847622614,9.680376885801534e-06
185,0.043800708298437865,8.63463364813707e-06
186,0.04377168294881753,7.655013986622567e-06
187,0.0437494107978193,6.741785719491983e-06
188,0.04374749490946143,5.895198514235066e-06
189,0.04368207207230549,5.1154838193406e-06
190,0.0436684701251806,4.402854801020781e-06
191,0.043727516347552814,3.757506284933611e-06
192,0.04372242704255843,3.179614702919689e-06
193,0.04371939013665282,2.6693380447672835e-06
194,0.04368470662604719,2.226815815019652e-06
195,0.04367338967625766,1.8521689948358733e-06
196,0.04368665912734896,1.5455000089157537e-06
197,0.04367025952016175,1.3068926974979406e-06
198,0.04365033204051592,1.1364122934389507e-06
199,0.04369473234651475,1.0341054043789834e-06
200,0.04364573585434888,1e-06
